date;trial;code;genotype;time;dead;sum;alive;%alive;percentage
03.02.2014;3;9;w(TA);40;8;15;7;0,466666667;0,466666667
03.02.2014;3;9;w(TA);43;11;15;4;0,266666667;0,266666667
03.02.2014;3;9;w(TA);46;12;15;3;0,2;0,2
03.02.2014;3;9;w(TA);49;13;15;2;0,133333333;0,133333333
03.02.2014;3;9;w(TA);64;15;15;0;0;0
03.02.2014;3;9;w(TA);67;15;15;0;0;0
03.02.2014;3;9;w(TA);70;15;15;0;0;0
03.02.2014;3;9;w(TA);73;15;15;0;0;0
03.02.2014;4;9;w(TA);0;0;11;11;1;1
03.02.2014;4;9;w(TA);16;0;11;11;1;1
03.02.2014;4;9;w(TA);19;0;11;11;1;1
03.02.2014;4;9;w(TA);22;0;11;11;1;1
03.02.2014;4;9;w(TA);25;0;11;11;1;1
03.02.2014;4;9;w(TA);40;5;11;6;0,545454545;0,545454545
03.02.2014;4;9;w(TA);43;9;11;2;0,181818182;0,181818182
03.02.2014;4;9;w(TA);46;9;11;2;0,181818182;0,181818182
03.02.2014;4;9;w(TA);49;10;11;1;0,090909091;0,090909091
03.02.2014;4;9;w(TA);64;11;11;0;0;0
03.02.2014;4;9;w(TA);67;11;11;0;0;0
03.02.2014;4;9;w(TA);70;11;11;0;0;0
03.02.2014;4;9;w(TA);73;11;11;0;0;0
04.02.2014;5;9;w(TA);0;0;15;15;1;1
04.02.2014;5;9;w(TA);16;0;15;15;1;1
04.02.2014;5;9;w(TA);19;0;15;15;1;1
04.02.2014;5;9;w(TA);22;0;15;15;1;1
04.02.2014;5;9;w(TA);25;0;15;15;1;1
04.02.2014;5;9;w(TA);40;4;15;11;0,733333333;0,733333333
04.02.2014;5;9;w(TA);43;9;15;6;0,4;0,4
04.02.2014;5;9;w(TA);46;11;15;4;0,266666667;0,266666667
04.02.2014;5;9;w(TA);49;14;15;1;0,066666667;0,066666667
04.02.2014;5;9;w(TA);64;15;15;0;0;0
04.02.2014;5;9;w(TA);67;15;15;0;0;0
04.02.2014;5;9;w(TA);70;15;15;0;0;0
04.02.2014;5;9;w(TA);73;15;15;0;0;0
05.02.2014;6;9;w(TA);0;0;15;15;1;1
05.02.2014;6;9;w(TA);16;0;15;15;1;1
05.02.2014;6;9;w(TA);19;0;15;15;1;1
05.02.2014;6;9;w(TA);22;0;15;15;1;1
05.02.2014;6;9;w(TA);25;0;15;15;1;1
05.02.2014;6;9;w(TA);40;7;15;8;0,533333333;0,533333333
05.02.2014;6;9;w(TA);43;10;15;5;0,333333333;0,333333333
05.02.2014;6;9;w(TA);46;12;15;3;0,2;0,2
05.02.2014;6;9;w(TA);49;14;15;1;0,066666667;0,066666667
05.02.2014;6;9;w(TA);64;15;15;0;0;0
05.02.2014;6;9;w(TA);67;15;15;0;0;0
05.02.2014;6;9;w(TA);70;15;15;0;0;0
05.02.2014;6;9;w(TA);73;15;15;0;0;0
06.02.2014;7;9;w(TA);0;0;15;15;1;1
06.02.2014;7;9;w(TA);16;0;15;15;1;1
06.02.2014;7;9;w(TA);19;0;15;15;1;1
06.02.2014;7;9;w(TA);22;0;15;15;1;1
06.02.2014;7;9;w(TA);25;0;15;15;1;1
06.02.2014;7;9;w(TA);40;13;15;2;0,133333333;0,133333333
06.02.2014;7;9;w(TA);43;14;15;1;0,066666667;0,066666667
06.02.2014;7;9;w(TA);46;14;15;1;0,066666667;0,066666667
06.02.2014;7;9;w(TA);49;14;15;1;0,066666667;0,066666667
06.02.2014;7;9;w(TA);64;15;15;0;0;0
06.02.2014;7;9;w(TA);67;15;15;0;0;0
06.02.2014;7;9;w(TA);70;15;15;0;0;0
06.02.2014;7;9;w(TA);73;15;15;0;0;0
07.02.2014;8;9;w(TA);0;0;15;15;1;1
07.02.2014;8;9;w(TA);16;0;15;15;1;1
07.02.2014;8;9;w(TA);19;0;15;15;1;1
07.02.2014;8;9;w(TA);22;0;15;15;1;1
07.02.2014;8;9;w(TA);25;4;15;11;0,733333333;0,733333333
07.02.2014;8;9;w(TA);40;15;15;0;0;0
07.02.2014;8;9;w(TA);43;15;15;0;0;0
07.02.2014;8;9;w(TA);46;15;15;0;0;0
07.02.2014;8;9;w(TA);49;15;15;0;0;0
07.02.2014;8;9;w(TA);64;15;15;0;0;0
07.02.2014;8;9;w(TA);67;15;15;0;0;0
07.02.2014;8;9;w(TA);70;15;15;0;0;0
07.02.2014;8;9;w(TA);73;15;15;0;0;0
04.02.2014;1;10;w(oamb);0;0;7;7;1;1
04.02.2014;1;10;w(oamb);16;0;7;7;1;1
04.02.2014;1;10;w(oamb);19;0;7;7;1;1
04.02.2014;1;10;w(oamb);22;0;7;7;1;1
04.02.2014;1;10;w(oamb);25;0;7;7;1;1
04.02.2014;1;10;w(oamb);40;5;7;2;0,285714286;0,285714286
04.02.2014;1;10;w(oamb);43;7;7;0;0;0
04.02.2014;1;10;w(oamb);46;7;7;0;0;0
04.02.2014;1;10;w(oamb);49;7;7;0;0;0
04.02.2014;1;10;w(oamb);64;7;7;0;0;0
04.02.2014;1;10;w(oamb);67;7;7;0;0;0
04.02.2014;1;10;w(oamb);70;7;7;0;0;0
04.02.2014;1;10;w(oamb);73;7;7;0;0;0
05.02.2014;2;10;w(oamb);0;0;16;16;1;1
05.02.2014;2;10;w(oamb);16;0;16;16;1;1
05.02.2014;2;10;w(oamb);19;0;16;16;1;1
05.02.2014;2;10;w(oamb);22;0;16;16;1;1
05.02.2014;2;10;w(oamb);25;1;16;15;0,9375;0,9375
05.02.2014;2;10;w(oamb);40;10;16;6;0,375;0,375
05.02.2014;2;10;w(oamb);43;13;16;3;0,1875;0,1875
05.02.2014;2;10;w(oamb);46;13;16;3;0,1875;0,1875
05.02.2014;2;10;w(oamb);49;14;16;2;0,125;0,125
05.02.2014;2;10;w(oamb);64;16;16;0;0;0
05.02.2014;2;10;w(oamb);67;16;16;0;0;0
05.02.2014;2;10;w(oamb);70;16;16;0;0;0
05.02.2014;2;10;w(oamb);73;16;16;0;0;0
06.02.2014;3;10;w(oamb);0;0;15;15;1;1
06.02.2014;3;10;w(oamb);16;0;15;15;1;1
06.02.2014;3;10;w(oamb);19;0;15;15;1;1
06.02.2014;3;10;w(oamb);22;0;15;15;1;1
06.02.2014;3;10;w(oamb);25;0;15;15;1;1
06.02.2014;3;10;w(oamb);40;13;15;2;0,133333333;0,133333333
06.02.2014;3;10;w(oamb);43;14;15;1;0,066666667;0,066666667
06.02.2014;3;10;w(oamb);46;14;15;1;0,066666667;0,066666667
06.02.2014;3;10;w(oamb);49;15;15;0;0;0
06.02.2014;3;10;w(oamb);64;15;15;0;0;0
06.02.2014;3;10;w(oamb);67;15;15;0;0;0
06.02.2014;3;10;w(oamb);70;15;15;0;0;0
06.02.2014;3;10;w(oamb);73;15;15;0;0;0
06.02.2014;4;10;w(oamb);0;0;16;16;1;1
06.02.2014;4;10;w(oamb);16;0;16;16;1;1
06.02.2014;4;10;w(oamb);19;0;16;16;1;1
06.02.2014;4;10;w(oamb);22;0;16;16;1;1
06.02.2014;4;10;w(oamb);25;0;16;16;1;1
06.02.2014;4;10;w(oamb);40;14;16;2;0,125;0,125
06.02.2014;4;10;w(oamb);43;16;16;0;0;0
06.02.2014;4;10;w(oamb);46;16;16;0;0;0
06.02.2014;4;10;w(oamb);49;16;16;0;0;0
06.02.2014;4;10;w(oamb);64;16;16;0;0;0
06.02.2014;4;10;w(oamb);67;16;16;0;0;0
06.02.2014;4;10;w(oamb);70;16;16;0;0;0
06.02.2014;4;10;w(oamb);73;16;16;0;0;0
06.02.2014;5;10;w(oamb);0;0;17;17;1;1
06.02.2014;5;10;w(oamb);16;0;17;17;1;1
06.02.2014;5;10;w(oamb);19;0;17;17;1;1
06.02.2014;5;10;w(oamb);22;0;17;17;1;1
06.02.2014;5;10;w(oamb);25;0;17;17;1;1
06.02.2014;5;10;w(oamb);40;11;17;6;0,352941176;0,352941176
06.02.2014;5;10;w(oamb);43;12;17;5;0,294117647;0,294117647
06.02.2014;5;10;w(oamb);46;14;17;3;0,176470588;0,176470588
06.02.2014;5;10;w(oamb);49;14;17;3;0,176470588;0,176470588
06.02.2014;5;10;w(oamb);64;16;17;1;0,058823529;0,058823529
06.02.2014;5;10;w(oamb);67;16;17;1;0,058823529;0,058823529
06.02.2014;5;10;w(oamb);70;16;17;1;0,058823529;0,058823529
06.02.2014;5;10;w(oamb);73;16;17;1;0,058823529;0,058823529
06.02.2014;5;10;w(oamb);88;17;17;0;0;0
06.02.2014;6;10;w(oamb);0;0;15;15;1;1
06.02.2014;6;10;w(oamb);16;0;15;15;1;1
06.02.2014;6;10;w(oamb);19;0;15;15;1;1
06.02.2014;6;10;w(oamb);22;0;15;15;1;1
06.02.2014;6;10;w(oamb);25;1;15;14;0,933333333;0,933333333
06.02.2014;6;10;w(oamb);40;7;15;8;0,533333333;0,533333333
06.02.2014;6;10;w(oamb);43;11;15;4;0,266666667;0,266666667
06.02.2014;6;10;w(oamb);46;11;15;4;0,266666667;0,266666667
06.02.2014;6;10;w(oamb);49;15;15;0;0;0
06.02.2014;6;10;w(oamb);64;15;15;0;0;0
06.02.2014;6;10;w(oamb);67;15;15;0;0;0
06.02.2014;6;10;w(oamb);70;15;15;0;0;0
06.02.2014;6;10;w(oamb);73;15;15;0;0;0
07.02.2014;7;10;w(oamb);0;0;15;15;1;1
07.02.2014;7;10;w(oamb);16;0;15;15;1;1
07.02.2014;7;10;w(oamb);19;0;15;15;1;1
07.02.2014;7;10;w(oamb);22;0;15;15;1;1
07.02.2014;7;10;w(oamb);25;0;15;15;1;1
07.02.2014;7;10;w(oamb);40;11;15;4;0,266666667;0,266666667
07.02.2014;7;10;w(oamb);43;11;15;4;0,266666667;0,266666667
07.02.2014;7;10;w(oamb);46;14;15;1;0,066666667;0,066666667
07.02.2014;7;10;w(oamb);49;15;15;0;0;0
07.02.2014;7;10;w(oamb);64;15;15;0;0;0
07.02.2014;7;10;w(oamb);67;15;15;0;0;0
07.02.2014;7;10;w(oamb);70;15;15;0;0;0
07.02.2014;7;10;w(oamb);73;15;15;0;0;0
07.02.2014;8;10;w(oamb);0;0;14;14;1;1
07.02.2014;8;10;w(oamb);16;0;14;14;1;1
07.02.2014;8;10;w(oamb);19;0;14;14;1;1
07.02.2014;8;10;w(oamb);22;0;14;14;1;1
07.02.2014;8;10;w(oamb);25;1;14;13;0,928571429;0,928571429
07.02.2014;8;10;w(oamb);40;11;14;3;0,214285714;0,214285714
07.02.2014;8;10;w(oamb);43;12;14;2;0,142857143;0,142857143
07.02.2014;8;10;w(oamb);46;12;14;2;0,142857143;0,142857143
07.02.2014;8;10;w(oamb);49;14;14;0;0;0
07.02.2014;8;10;w(oamb);64;14;14;0;0;0
07.02.2014;8;10;w(oamb);67;14;14;0;0;0
07.02.2014;8;10;w(oamb);70;14;14;0;0;0
07.02.2014;8;10;w(oamb);73;14;14;0;0;0
03.02.2014;1;11;w(octb2);0;0;11;11;1;1
03.02.2014;1;11;w(octb2);16;0;11;11;1;1
03.02.2014;1;11;w(octb2);19;0;11;11;1;1
03.02.2014;1;11;w(octb2);22;0;11;11;1;1
03.02.2014;1;11;w(octb2);25;0;11;11;1;1
03.02.2014;1;11;w(octb2);40;9;11;2;0,181818182;0,181818182
03.02.2014;1;11;w(octb2);43;10;11;1;0,090909091;0,090909091
03.02.2014;1;11;w(octb2);46;10;11;1;0,090909091;0,090909091
03.02.2014;1;11;w(octb2);49;10;11;1;0,090909091;0,090909091
03.02.2014;1;11;w(octb2);64;11;11;0;0;0
03.02.2014;1;11;w(octb2);67;11;11;0;0;0
03.02.2014;1;11;w(octb2);70;11;11;0;0;0
03.02.2014;1;11;w(octb2);73;11;11;0;0;0
04.02.2014;2;11;w(octb2);0;0;15;15;1;1
04.02.2014;2;11;w(octb2);16;0;15;15;1;1
04.02.2014;2;11;w(octb2);19;0;15;15;1;1
04.02.2014;2;11;w(octb2);22;0;15;15;1;1
04.02.2014;2;11;w(octb2);25;0;15;15;1;1
04.02.2014;2;11;w(octb2);40;12;15;3;0,2;0,2
04.02.2014;2;11;w(octb2);43;14;15;1;0,066666667;0,066666667
04.02.2014;2;11;w(octb2);46;15;15;0;0;0
04.02.2014;2;11;w(octb2);49;15;15;0;0;0
04.02.2014;2;11;w(octb2);64;15;15;0;0;0
04.02.2014;2;11;w(octb2);67;15;15;0;0;0
04.02.2014;2;11;w(octb2);70;15;15;0;0;0
04.02.2014;2;11;w(octb2);73;15;15;0;0;0
05.02.2014;3;11;w(octb2);0;0;16;16;1;1
05.02.2014;3;11;w(octb2);16;0;16;16;1;1
05.02.2014;3;11;w(octb2);19;0;16;16;1;1
05.02.2014;3;11;w(octb2);22;0;16;16;1;1
05.02.2014;3;11;w(octb2);25;0;16;16;1;1
05.02.2014;3;11;w(octb2);40;9;16;7;0,4375;0,4375
05.02.2014;3;11;w(octb2);43;13;16;3;0,1875;0,1875
05.02.2014;3;11;w(octb2);46;14;16;2;0,125;0,125
05.02.2014;3;11;w(octb2);49;15;16;1;0,0625;0,0625
05.02.2014;3;11;w(octb2);64;15;16;1;0,0625;0,0625
05.02.2014;3;11;w(octb2);67;15;16;1;0,0625;0,0625
05.02.2014;3;11;w(octb2);70;15;16;1;0,0625;0,0625
05.02.2014;3;11;w(octb2);73;16;16;0;0;0
06.02.2014;4;11;w(octb2);0;0;10;10;1;1
06.02.2014;4;11;w(octb2);16;0;10;10;1;1
06.02.2014;4;11;w(octb2);19;0;10;10;1;1
06.02.2014;4;11;w(octb2);22;0;10;10;1;1
06.02.2014;4;11;w(octb2);25;0;10;10;1;1
06.02.2014;4;11;w(octb2);40;4;10;6;0,6;0,6
06.02.2014;4;11;w(octb2);43;8;10;2;0,2;0,2
06.02.2014;4;11;w(octb2);46;8;10;2;0,2;0,2
06.02.2014;4;11;w(octb2);49;9;10;1;0,1;0,1
06.02.2014;4;11;w(octb2);64;10;10;0;0;0
06.02.2014;4;11;w(octb2);67;10;10;0;0;0
06.02.2014;4;11;w(octb2);70;10;10;0;0;0
06.02.2014;4;11;w(octb2);73;10;10;0;0;0
06.02.2014;5;11;w(octb2);0;0;15;15;1;1
06.02.2014;5;11;w(octb2);16;0;15;15;1;1
06.02.2014;5;11;w(octb2);19;0;15;15;1;1
06.02.2014;5;11;w(octb2);22;0;15;15;1;1
06.02.2014;5;11;w(octb2);25;2;15;13;0,866666667;0,866666667
06.02.2014;5;11;w(octb2);40;6;15;9;0,6;0,6
06.02.2014;5;11;w(octb2);43;13;15;2;0,133333333;0,133333333
06.02.2014;5;11;w(octb2);46;13;15;2;0,133333333;0,133333333
06.02.2014;5;11;w(octb2);49;13;15;2;0,133333333;0,133333333
06.02.2014;5;11;w(octb2);64;14;15;1;0,066666667;0,066666667
06.02.2014;5;11;w(octb2);67;14;15;1;0,066666667;0,066666667
06.02.2014;5;11;w(octb2);70;15;15;0;0;0
06.02.2014;5;11;w(octb2);73;15;15;0;0;0
06.02.2014;6;11;w(octb2);0;0;15;15;1;1
06.02.2014;6;11;w(octb2);16;0;15;15;1;1
06.02.2014;6;11;w(octb2);19;0;15;15;1;1
06.02.2014;6;11;w(octb2);22;0;15;15;1;1
06.02.2014;6;11;w(octb2);25;0;15;15;1;1
06.02.2014;6;11;w(octb2);40;7;15;8;0,533333333;0,533333333
06.02.2014;6;11;w(octb2);43;13;15;2;0,133333333;0,133333333
06.02.2014;6;11;w(octb2);46;14;15;1;0,066666667;0,066666667
06.02.2014;6;11;w(octb2);49;15;15;0;0;0
06.02.2014;6;11;w(octb2);64;15;15;0;0;0
06.02.2014;6;11;w(octb2);67;15;15;0;0;0
06.02.2014;6;11;w(octb2);70;15;15;0;0;0
06.02.2014;6;11;w(octb2);73;15;15;0;0;0
07.02.2014;7;11;w(octb2);0;0;15;15;1;1
07.02.2014;7;11;w(octb2);16;0;15;15;1;1
07.02.2014;7;11;w(octb2);19;0;15;15;1;1
07.02.2014;7;11;w(octb2);22;0;15;15;1;1
07.02.2014;7;11;w(octb2);25;0;15;15;1;1
07.02.2014;7;11;w(octb2);40;8;15;7;0,466666667;0,466666667
07.02.2014;7;11;w(octb2);43;12;15;3;0,2;0,2
07.02.2014;7;11;w(octb2);46;15;15;0;0;0
07.02.2014;7;11;w(octb2);49;15;15;0;0;0
07.02.2014;7;11;w(octb2);64;15;15;0;0;0
07.02.2014;7;11;w(octb2);67;15;15;0;0;0
07.02.2014;7;11;w(octb2);70;15;15;0;0;0
07.02.2014;7;11;w(octb2);73;15;15;0;0;0
07.02.2014;8;11;w(octb2);0;0;15;15;1;1
07.02.2014;8;11;w(octb2);16;0;15;15;1;1
07.02.2014;8;11;w(octb2);19;0;15;15;1;1
07.02.2014;8;11;w(octb2);22;0;15;15;1;1
07.02.2014;8;11;w(octb2);25;0;15;15;1;1
07.02.2014;8;11;w(octb2);40;9;15;6;0,4;0,4
07.02.2014;8;11;w(octb2);43;13;15;2;0,133333333;0,133333333
07.02.2014;8;11;w(octb2);46;15;15;0;0;0
07.02.2014;8;11;w(octb2);49;15;15;0;0;0
07.02.2014;8;11;w(octb2);64;15;15;0;0;0
07.02.2014;8;11;w(octb2);67;15;15;0;0;0
07.02.2014;8;11;w(octb2);70;15;15;0;0;0
07.02.2014;8;11;w(octb2);73;15;15;0;0;0
03.02.2014;1;12;w(hono);0;0;12;12;1;1
03.02.2014;1;12;w(hono);16;0;12;12;1;1
03.02.2014;1;12;w(hono);19;0;12;12;1;1
03.02.2014;1;12;w(hono);22;0;12;12;1;1
03.02.2014;1;12;w(hono);25;0;12;12;1;1
03.02.2014;1;12;w(hono);40;6;12;6;0,5;0,5
03.02.2014;1;12;w(hono);43;12;12;0;0;0
03.02.2014;1;12;w(hono);46;12;12;0;0;0
03.02.2014;1;12;w(hono);49;12;12;0;0;0
03.02.2014;1;12;w(hono);64;12;12;0;0;0
03.02.2014;1;12;w(hono);67;12;12;0;0;0
03.02.2014;1;12;w(hono);70;12;12;0;0;0
03.02.2014;1;12;w(hono);73;12;12;0;0;0
04.02.2014;2;12;w(hono);0;0;15;15;1;1
04.02.2014;2;12;w(hono);16;0;15;15;1;1
04.02.2014;2;12;w(hono);19;0;15;15;1;1
04.02.2014;2;12;w(hono);22;0;15;15;1;1
04.02.2014;2;12;w(hono);25;0;15;15;1;1
04.02.2014;2;12;w(hono);40;15;15;0;0;0
04.02.2014;2;12;w(hono);43;15;15;0;0;0
04.02.2014;2;12;w(hono);46;15;15;0;0;0
04.02.2014;2;12;w(hono);49;15;15;0;0;0
04.02.2014;2;12;w(hono);64;15;15;0;0;0
04.02.2014;2;12;w(hono);67;15;15;0;0;0
04.02.2014;2;12;w(hono);70;15;15;0;0;0
04.02.2014;2;12;w(hono);73;15;15;0;0;0
05.02.2014;3;12;w(hono);0;0;15;15;1;1
05.02.2014;3;12;w(hono);16;0;15;15;1;1
05.02.2014;3;12;w(hono);19;0;15;15;1;1
05.02.2014;3;12;w(hono);22;0;15;15;1;1
05.02.2014;3;12;w(hono);25;0;15;15;1;1
05.02.2014;3;12;w(hono);40;15;15;0;0;0
05.02.2014;3;12;w(hono);43;15;15;0;0;0
05.02.2014;3;12;w(hono);46;15;15;0;0;0
05.02.2014;3;12;w(hono);49;15;15;0;0;0
05.02.2014;3;12;w(hono);64;15;15;0;0;0
05.02.2014;3;12;w(hono);67;15;15;0;0;0
05.02.2014;3;12;w(hono);70;15;15;0;0;0
05.02.2014;3;12;w(hono);73;15;15;0;0;0
06.02.2014;4;12;w(hono);0;0;15;15;1;1
06.02.2014;4;12;w(hono);16;0;15;15;1;1
06.02.2014;4;12;w(hono);19;0;15;15;1;1
06.02.2014;4;12;w(hono);22;0;15;15;1;1
06.02.2014;4;12;w(hono);25;2;15;13;0,866666667;0,866666667
06.02.2014;4;12;w(hono);40;13;15;2;0,133333333;0,133333333
06.02.2014;4;12;w(hono);43;14;15;1;0,066666667;0,066666667
06.02.2014;4;12;w(hono);46;14;15;1;0,066666667;0,066666667
06.02.2014;4;12;w(hono);49;15;15;0;0;0
06.02.2014;4;12;w(hono);64;15;15;0;0;0
06.02.2014;4;12;w(hono);67;15;15;0;0;0
06.02.2014;4;12;w(hono);70;15;15;0;0;0
06.02.2014;4;12;w(hono);73;15;15;0;0;0
06.02.2014;5;12;w(hono);0;0;15;15;1;1
06.02.2014;5;12;w(hono);16;0;15;15;1;1
06.02.2014;5;12;w(hono);19;0;15;15;1;1
06.02.2014;5;12;w(hono);22;0;15;15;1;1
06.02.2014;5;12;w(hono);25;0;15;15;1;1
06.02.2014;5;12;w(hono);40;14;15;1;0,066666667;0,066666667
06.02.2014;5;12;w(hono);43;15;15;0;0;0
06.02.2014;5;12;w(hono);46;15;15;0;0;0
06.02.2014;5;12;w(hono);49;15;15;0;0;0
06.02.2014;5;12;w(hono);64;15;15;0;0;0
06.02.2014;5;12;w(hono);67;15;15;0;0;0
06.02.2014;5;12;w(hono);70;15;15;0;0;0
06.02.2014;5;12;w(hono);73;15;15;0;0;0
07.02.2014;6;12;w(hono);0;0;15;15;1;1
07.02.2014;6;12;w(hono);16;0;15;15;1;1
07.02.2014;6;12;w(hono);19;0;15;15;1;1
07.02.2014;6;12;w(hono);22;0;15;15;1;1
07.02.2014;6;12;w(hono);25;1;15;14;0,933333333;0,933333333
07.02.2014;6;12;w(hono);40;15;15;0;0;0
07.02.2014;6;12;w(hono);43;15;15;0;0;0
07.02.2014;6;12;w(hono);46;15;15;0;0;0
07.02.2014;6;12;w(hono);49;15;15;0;0;0
07.02.2014;6;12;w(hono);64;15;15;0;0;0
07.02.2014;6;12;w(hono);67;15;15;0;0;0
07.02.2014;6;12;w(hono);70;15;15;0;0;0
07.02.2014;6;12;w(hono);73;15;15;0;0;0
07.02.2014;7;12;w(hono);0;0;15;15;1;1
07.02.2014;7;12;w(hono);16;0;15;15;1;1
07.02.2014;7;12;w(hono);19;0;15;15;1;1
07.02.2014;7;12;w(hono);22;0;15;15;1;1
07.02.2014;7;12;w(hono);25;0;15;15;1;1
07.02.2014;7;12;w(hono);40;15;15;0;0;0
07.02.2014;7;12;w(hono);43;15;15;0;0;0
07.02.2014;7;12;w(hono);46;15;15;0;0;0
07.02.2014;7;12;w(hono);49;15;15;0;0;0
07.02.2014;7;12;w(hono);64;15;15;0;0;0
07.02.2014;7;12;w(hono);67;15;15;0;0;0
07.02.2014;7;12;w(hono);70;15;15;0;0;0
07.02.2014;7;12;w(hono);73;15;15;0;0;0
